N fonctionnalité;THEME;Date Fait;Demande 1;Demande 2;Demande 3;Demande 4;Résultat 1;Résultat 2;Résultat 3;Résultat 4;Paramètre Modifié;Ecran/Impression;Type;Ticket;Version
10813;PLANNING;30/09/2008;Ajouter le type d'énergie dans la visualisation détaillée du planning hebdomadaire;;;;Ok;;;;;;Modification;;2008
10801;MESURES;30/09/2008;Ajouter pour bouche vmc petite et grande vitesse;;;;Case à cocher dans l'onglet contrôle de l'écran mesure;;;;;;Modification;;2008
10797;INDICATEUR;29/09/2008;Production ratios contrat. possibilité de filtrer sur 3 categories maximum d'appareil;;;;Dans le fichier export ajout de la categorie appareil après le champ marque;;;;;;Modification;;2008
10804;INDICATEUR;29/09/2008;Ajouter en ratio contrat l'origine client;;;;Ajout dans le fichier export de l'origine et origine 2 de la fiche client;;;;;;Modification;;2008
10814;PARAMETRES;29/09/2008;Paramètre permettant de considerer que la VE est faite sur une fourchette de jours;Exemple renouvellement le 01/10/2008 la VE doit être faite entre le 01/10/2007 et le 30/09/2008;                                                  avec un écart de 30 jours la VE doit être faite entre le 01/09/2007 et le 30/10/2008;;Paramètres généraux - onglet contrat - onglet  général;Saisir ecart de jours autorise;;;O;;Modification;;2008
10815;STOCK;27/09/2008;En alimentant une voiture par le stock magasin. bloquer et NON alerter si la quantité en stock magasin;Est insufisante.;;;Ok;;;;;;Modification;;2008
10802;FACTURE;27/09/2008;Possibilité d'interdire certains codes retour pour les clients hors contrat ou contrat avec date de;Renouvellement depassée;;;Ok;;;;;;Modification;;2008
10803;MESURES;27/09/2008;Ajouter depression caisson vmc;;;;Ok;;;;;;Modification;;2008
10816;PLANNING;26/09/2008;En planning hebdomadaire, si une intervention est déjà programmée pour le client lorsqu'on clique sur;Modifier existant, il faut rester dans l'écran du planning et NON aller dans l'intervention;;;Le système reste dans le planning. il est possible de choisir une date, un technicien, une période.;Le système ira ensuite directement en modification de l'intervention en prenant en compte ces choix;De plus, dans ce cas le bouton se nomme modif et NON plus création appel et affiche les données de;L'intervention existante dans un onglet en haut a droite.;;;Modification;;2008
10812;FACTURE;17/09/2008;Interdire de facturer des montants avec certains codes retour;;;;Dans fichiers généraux - onglet i/r - onglet retour puis gérer;Cocher montant obligatoire ou interdit ou libre;;;;;Modification;;2008
10792;DIVERS;10/09/2008;Integration du catalogue Atlantic;;;;Ok;;;;;;Modification;;2008
10806;STOCK;09/09/2008;Possibilité de remise à zéro des mini et maxi;;;;Articles - barre outils - outils - saisir ou enlever mini maxi;;;;;;Modification;;2008
10807;INTERVENTION;09/09/2008;Editer batiment escalier....dans compte-rendu journalier crj01;;;;Ok;;;;;;Modification;;2008
10808;FACTURE;09/09/2008;Voir pb édition facture pre-imprime avec locataires dans état factrols;;;;Ok;;;;;;Modification;;2008
10798;CONTRAT;08/09/2008;Possibilité de calcul provisions sur facture autre qu'une période de 12 mois;;;;Ok;;;;;;Modification;;2008
10800;FACTURE;08/09/2008;Ajouter pour les ventes comptoir une observation ex ni repris ni échangé;;;;Paramètres généraux - onglet observation;;;;O;;Modification;;2008
10793;INTERVENTION;04/09/2008;Possibilité d'alerte sur un appareil lors de la saisie d'un appel ou planning automatique;;;;Dans la gestion des nomenclatures, dans la fiche d'un appareil choisi, dans l'onglet divers il suffit;De renseigner le message d'alerte qui sera edite sur les BI;;;;;Modification;;2008
10799;STOCK;27/08/2008;Liste des pièces NON mouvementées. ajouter un critère de quantité NON nulle;;;;Ok;;;;;;Modification;;2008
10790;CLIENT;16/08/2008;Outils pour enlever un technicien interdit et obligatoire d'une fiche client;;;;Bouton en gestion personnel;;;;;;Modification;;2008
10791;PERSONNEL;16/08/2008;En suppression préciser les fichiers utilises par le technicien;;;;Ok;;;;;;Modification;;2008
10785;CLIENT;03/07/2008;Rendre visible le n° regie pour client individuel;;;;Ok;;;;;;Modification;;2008
10786;CLIENT;04/06/2008;Dans les critères de recherche client mettre le secteur avec menu deroulant;;;;Ok;;;;;;Modification;;2008
10787;PLANNING AUTO;04/06/2008;Afficher dans l'écran de résultat le nombre total de client et le nombre de programmés;;;;Ok;;;;;;Modification;;2008
10783;STOCK;24/05/2008;Mettre à jour le stock voiture avec les sorties des techniciens;;;;Stock - articles - barre outils - stock voiture - saisir;;;;;;Modification;;2008
10781;CLIENT;18/04/2008;Lors dela modification d'un element dans la nomenclature (ex : une puissance);Il faudrait pouvoir mettre à jour les fiches appareils des clients concernes;;;Ok;;;;;;Modification;;2008
10782;PARAMETRES;18/04/2008;Le nom des logos est desormais totalement libre;;;;Ok;;;;;;Modification;;2008
10765;STOCK;15/04/2008;Edition commande avec numéro et nom client;;;;Lors de l'édition possibilité d'éditer un récapitulatif de commande a usage interne;;;;;;Modification;;2008
10780;CLIENT;15/04/2008;Pour les Tiers préciser s'ils gerent des petits collectifs.;Possibilité de lancer un contrôle Tiers afin de les mettre à jour;;;Attention. si le Tiers n'est pas coche petit collectif, il sera impossible de faire une facture petit collectif;;;;;;Modification;;2008
10775;MESURES;12/04/2008;Nouvelle mesures        cote c/y ---------  reglage volet air;;;;Ok;;;;;;Modification;;2008
10773;CONTRAT;11/04/2008;Dans écran prestation contrat. possibilité a l'administrateur d'affecter un n° facture contrat;;;;Ok;;;;;;Modification;;2008
10776;MESURES;10/04/2008;Nouvelles mesures frigorigenes         nature, quantité et destination du fluide recupere;                                                                                     quantité fluide reintroduite;;;Ok;;;;;;Modification;;2008
10730;CONTRAT;10/04/2008;3eme methode de gestion contrat;;;;Paramètres généraux - onglet contrat - onglet individuel - onglet page 2;;;;O;;Modification;;2008
10771;CLIENT;09/04/2008;Problème édition courrier anomalie sur adresse destinataire par outils facture;;;;Ok;;;;;;Modification;;2008
10669;COLLECTIF;05/04/2008;Editer situation intervention en cumule;;;;Ok;;;;;;Modification;;2007
10751;FACTURE;05/04/2008;Pouvoir éditer les coordonées bancaires sur les factures;;;;Ok;;;;;;Modification;;2008
10770;CLIENT;04/04/2008;Possibilité de 2 niveaux d'origine client;;;;Ok;;;;;;Modification;;2008
10772;CONTRAT;03/04/2008;Créer un 2eme règlement avec comptabilisation pour anomalie tessi 09;;;;Ok;;;;;;Modification;;2008
10774;INTERVENTION;03/04/2008;Création FIP bugey avec édition mesure dans volet commercial;;;;Paramètres édition - onglet état - BI preimprime = bibugey;;;;O;;Modification;;2008
10778;PLANNING;02/04/2008;Anomalie en visu du planning par techncien pour acceder au détail;;;;Ok;;;;;;Modification;;2008
10766;STOCK;18/03/2008;Catalogue viessmann disponible;;;;Ok;;;;;;Modification;;2008
10768;CONTRAT;18/03/2008;Ajouter dans fichier export résilies adresse complete des clients;;;;Ok;;;;;;Modification;;2008
10769;FACTURE;18/03/2008;Modification code retour sur intervention gratuite soumise a autorisation;;;;Paramètres autorisations - onglet facture;Cocher modif code retour facture après mise à jour;;;O;;Modification;;2008
10758;CONTRAT;18/03/2008;Passage automatique des hors contrat selon utilisateurs choisis dans paramètres;;;;Paramètres généraux - onglet divers - onglet automatismes 2;Renseigner les divers champs;;;O;;Modification;;2008
10763;FACTURE;14/03/2008;Paramètrer un nombre d'exemplaires de facture ou devis pour un Tiers;;;;A saisir dans la fiche Tiers. si valeur à zéro le nombre d'exemplaires sera demande lors de l'édition;;;;;;Modification;;2008
10757;APPAREIL;14/03/2008;Dans fiche appareil ajouter la date de mise en service de l'ancien appareil;;;;Ok;;;;;;Modification;;2008
10764;TIERS;14/03/2008;Pouvoir modifier en nombre les Tiers. notamment les nombres d'exemplaires factures/devis, l'édition possible des coordonnées;Bancaires;;;Dans Tiers. soumis à autorisation modification;;;;;;Modification;;2008
10762;CLIENT;10/03/2008;Pouvoir envoyer courrier anomalie au propriétaire;;;;Ok;;;;;;Modification;;2008
10761;PLANNING;01/03/2008;En planning hebdo possibilité de voir le détail intervention par technicien en passant par le planning;D'une journée (bouton rouge);;;Ok;;;;;;Modification;;2008
10756;COLLECTIF;28/02/2008;Lors de  la révision de plusieurs collectifs, faire apparaître les noms des collectifs à l'écran;;;;Ok;;;;;;Modification;;2008
10747;FACTURE;25/02/2008;Ajouter critère de sélection prive ou collectif sur les stats interventions pour les collectifs;;;;Ok;;;;;;Modification;;2008
10750;CONTRAT;23/02/2008;Exporter les statistiques de résiliation et signature contrat;;;;Automatique a la fin de l'édition;;;;;;Modification;;2008
10748;FACTURE;20/02/2008;Rajouter pour devis accepte la notion accord magasin;Ajouter dans édition accepte accord magasin ainsi que dans filtre de recherche;;;Ok;;;;;;Modification;;2008
10759;CONTRAT;20/02/2008;Passage automatique en hors contrat soit par édition soit par écran de contrôle;;;;Ok;;;;;;Modification;;2008
10740;CLIENT;16/02/2008;Mettre un code client obligatoire intervention dans la fiche client. ;Ceci permet d'etre alerte lors d'une saisie d'intervention qu'il faut prevoir aussi une intervention pour;Un autre client;;Ok;;;;;;Modification;;2008
10749;PLANNING;14/02/2008;Distinguer en visu les absences partielles (absent une partie de la matinée.....);;;;Ok;;;;;;Modification;;2008
10745;PRELEVEMENT;11/02/2008;Tester les rib avec accord de prélèvement n'ayant pas d'emission sur une période choisie;;;;Ok;;;;;;Modification;;2008
10746;PRELEVEMENT;11/02/2008;Contrôler la coherence entre le montant de contrat et montant de facture lors d'un passage de;Facture contrat en prélèvement;;;Ok;;;;;;Modification;;2008
10734;INDICATEUR;10/02/2008;Option p comme payants;Pas glissants remettre ve;;;Ok;;;;;;Modification;;2008
10744;CLIENT;06/02/2008;Edition et export de statistiques intervention par marque et modele appareil;;;;Dans gestion appareils du menu client cliquer bouton interventions;;;;;;Modification;;2008
10741;PLANNING AUTO;06/02/2008;Dans écran résultat planning auto ajouter visuel couleur de l'état contrat du client;Afficher la distinction entre les clients NON plannifies pour cause d'entretien déjà fait ou recent ou mes;;;Ok;;;;;;Modification;;2008
10739;PLANNING AUTO;04/02/2008;Critère de sélection rue contient;;;;Ok;;;;;;Modification;;2008
10738;FACTURE;03/02/2008;Pour les bons comptoir, afficher les frais de ports dans le champ transport et NON dans le champ divers.;;;;Ok;;;;;;Modification;;2008
10743;STOCK;03/02/2008;Rajouter une colonne client dans l'onglet commande de la fiche article;Pour savoir pour qui la pièce a ete commande;;;Ok;;;;;;Modification;;2008
10684;PLANNING AUTO;23/01/2008;Rajouter recherche client par code postaux;;;;Ok;;;;;;Modification;;2007
10733;COLLECTIF;22/01/2008;Duplication collectif.;Correction fichier externe;Possibilité de dupliquer plusieurs collectifs;Dupliquer un collectif même sans locataires;Ok;;;;;;Modification;;2008
10736;STOCK;21/01/2008;Possibilité de remettre à zéro les quantité pour une marque;;;;Ok;;;;;;Modification;;2008
10737;FACTURE;21/01/2008;Rajouter critère Tiers dans facture-devis-avoir -> édition ->recap -> cocher ratio devis;;;;Ok;;;;;;Modification;;2008
10729;INTERVENTION;21/01/2008;Faire apparaitre dans le planning hebdo après choix du client son type de contrat;;;;Ok;;;;;;Modification;;2007
10735;COLLECTIF;21/01/2008;Transfert données hamoval;;;;Collectif - divers - liaison;Choisir hamoval_sag;;;;;Modification;;2008
10715;FACTURE;18/01/2008;Editer recap intervention et facture sur période astreinte par technicien;;;;Facture - barre outils édition - récapitulatif - cocher astreinte;;;;;;Modification;;2007
10732;STOCK;16/01/2008;En mise à jour agence référence ne pas transferer les mini maxi;;;;Paramètres généraux - Stock - onglet page 1;Cocher ne pas transferer mini;;;O;;Modification;;2008
10731;FACTURE;14/01/2008;Récapitulatif détail vente exportable;;;;Ok;;;;;;Modification;;2008
10714;FACTURE;10/01/2008;Vérifier la recap temps passe cumule par date intervention et date facture;;;;Ok;;;;;;Modification;;2007
10713;DIVERS;04/01/2008;Famille produit. ajouter case à cocher exclusion pra, option p, intervention payante;;;;Ok;;;;;;Modification;;2007
10728;FACTURE;28/12/2007;Rajouter un critère sur l'édition multi intervention dans facture-devis-avoir;De facon a tester l'existence d'une intervention sur un retour;;;Ne prend en compte que si date intervention existante;;;;;;Modification;;2007
10693;CONTRAT;26/12/2007;Outils permettant de saisir un rib, créer l'échéancier de prélèvement et créer les règlements d'une;Facture de contrat;;;Dans fiche client - onglet commercial - onglet prélèvement ;Bouton passer en prélèvement une facture contrat;Attention soumis a autorisation -> paramètres autorisation - onglet 3;;;;Modification;;2007
10722;INDICATEUR;20/12/2007;Calcul option p doit être egale a option de l'indicateur payant;;;;Ok;;;;;;Modification;;2007
10724;COLLECTIF;19/12/2007;Problème pour supprimer des consignes d'execution d'une affaire;;;;Ok;;;;;;Modification;;2007
10725;FACTURE;19/12/2007;Anomalie taux retour metier message manque variable;;;;Ok;;;;;;Modification;;2007
10726;FICHIERS GENERAUX;19/12/2007;Prevoir case à cocher pour les codes retour autorise en saisie retour super rapide;;;;Ok;;;;;;Modification;;2007
10723;PERSONNEL;19/12/2007;Problème de saisie rapide des absences;;;;Ok;;;;;;Modification;;2007
10727;DIVERS;19/12/2007;Outils de restructuration des tables seulement pour utilisateur administrateur;Possibilité de lancement automatique selon code utilisateur;;;Paramètres généraux - onglet divers - onglet automatisme 1;;;;O;;Modification;;2007
10697;FACTURE;18/12/2007;Edition possible des facture devis et bon comptoir sans coupon sans logo sur papier vierge;;;;Paramètres édition - onglet état;Prendre fac1stan fac2stan dev1stan dev2stan bon1stan bon2stan bon3stan;;;O;;Modification;;2007
10491;MOULINETTE;16/12/2007;Dans les transferts de dossier possibilité de ne pas transferer les factures;;;;Non;;;;;;Modification;;2006
10719;CLIENT;15/12/2007;Dans export répartition client rajouter le code agence dans le nom de fichier (codes postaux);;;;Ok;;;;;;Modification;;2007
10721;CLIENT;15/12/2007;En création client possibilité de saisir la rue même en cas de NON existance;;;;Ok;;;;;;Modification;;2007
10718;CONTRAT;14/12/2007;Rajouter le nom du client dans coupon proposition;;;;Ok;;;;;;Modification;;2007
10720;CLIENT;14/12/2007;Si gestion de rue laisser la possibilité de création de client sur nouvelle rue;;;;Ok;;;;;;Modification;;2007
10712;COLLECTIF;12/12/2007;En modification rapide locataire ajouter n° regie;;;;Ok;;;;;;Modification;;2007
10707;CLIENT;11/12/2007;Contrôler date de MES appareil sur plus d'un mois;;;;Ok;;;;;;Modification;;2007
10708;DIVERS;11/12/2007;Ajouter bouton export evolution;;;;Ok;;;;;;Modification;;2007
10717;CONTRAT;11/12/2007;Ne pas tenir compte de fourchette de n° client dans édition courrier échéance;;;;Paramètres  généraux - onglet contrat individuel - onglet page 2;Ne pas cocher fourchette n° client édition échéance;;;O;;Modification;;2007
10711;STOCK;10/12/2007;Ajouter n° client correspondant a une commande dans l'onglet commande d'une fiche article;;;;Ok;;;;;;Modification;;2007
10710;STOCK;05/12/2007;Création de sous-famille pour les pièces;;;;Fichiers généraux - onglet divers - onglet fournitures - onglet sous-famille;;;;;;Modification;;2007
10700;FACTURE;03/12/2007;Possibilité de solder manuellement en perte des factures dont le solde est faible mais supérieur a;L'ecart autorise;;;Ok;;;;;;Modification;;2007
